,id,pdfs
24,INFY,"['https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5bbf010d-5cd7-4d88-a75f-28e72e22c6ab.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=318c3091-9847-46ea-b9ae-1a54441e99e6.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e7de8466-119e-4bdc-b3c4-bd706d87f104.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c94d45c5-a44a-49d9-89af-6ef6532c4a30.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=01712d63-9662-4355-8b54-0534f66678d8.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=48580c91-e22d-4d3c-aa9f-56c255914c14.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=55d91053-dd92-4ca3-bd1d-4e419043f37a.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c07b78e8-687e-47ef-a212-41f9057b81ea.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=28eec8d6-de9e-4e4d-92d8-beff066c9b25.pdf', 'https://www.infosys.com/investors/reports-filings/quarterly-results/2021-2022/q1/documents/transcripts/press-conference.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b4351d41-294f-4958-918d-8aadbe7d85fa.pdf', 'https://www.infosys.com/investors/reports-filings/quarterly-results/2020-2021/q3/documents/transcripts/earningscall.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6d098032-b341-4fb0-afdd-ef1f4c7a2993.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1186b66a-e330-4893-85d3-e0d1cf3651d7.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=51df047f-a5f4-433e-9590-85f7e4eb3e1e.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=099b31b8-af67-4383-abaf-57f0586a9fc9.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f4f9e6fe-28aa-4c0e-a8c9-391529bb8470.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f22533cc-2858-4970-87e5-d73ee33be876.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d248deb8-646e-421e-98a9-19786e4b5e7c.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f39ce20f-2791-447f-8b82-6bf8cb2d824a.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=47dce35f-9841-4e10-a7b7-873a36b66c96.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d55691d6-ecda-4bef-8154-e9f900d04ff6.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9b397865-58d5-471b-b18b-7334bc82b8f8.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=06638C47_0BFD_4015_976A_B02AAF0995E0_153112.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=B2AA21F4_3755_4750_82B7_15DDF1FDA788_174755.pdf']"
25,INDUSINDBK,"['https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2023-2024/Quarter1/Analyst-Call-Transcript-Q1FY24.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2022-2023/Quarter4/Analyst-Call-Transcript-Q4FY23.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2022-2023/Quarter3/IndusInd_Bank_Earnings_Call_Q3FY23_20230118.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2022-2023/Quarter2/IndusInd-Bank-Earnings-Call-Q2FY23-20221019.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2022-2023/Quarter1/IndusInd-Bank-Earnings-Call-Q1FY23-20220720.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2021-2022/Quarter4/IndusInd-Bank-Earnings-Call-Q4FY22-29042022.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2021-2022/Quarter3/IndusIndBank-EarningsCall_Q3FY22_20220129.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2021-2022/Quarter2/IBLQ2FY22AnalystCallTranscript.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2021-2022/quarter1/IBL-Q1-FY22-AnalystConferenceCall.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2020-2021/Quarter1/TranscriptAnalystCallQ1FY21.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2019-2020/Quarter4/IndusInd-Q4-FY20-AnalystCallTranscript.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2019-2020/Quarter3/Transcript-Analyst-CallQ3FY20.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2019-2020/Quarter2/TranscriptAnalystCall-Q2FY20.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2018-2019/Quarter4/transcript-analyst-meet-Q4FY19.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2018-2019/Quarter3/transcript-analyst-call-Q3FY19.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2018-2019/Quarter2/IndusIndBank-AnalystCall-Nov01-2018.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2018-2019/Quarter2/transcript-analyst-call-Q2FY19.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2017-2018/Quarter4/Analyst-call-transcript-Q4-FY18.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2017-2018/Quarter3/analyst-call-transcript-q3fy18.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2017-2018/Quarter2/analyst-call-transcript-q2fy18.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2016-2017/Quarter3/Q3FY17-conference-call-transcript.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2016-2017/Quarter2/Q2FY17-conference-call-transcript.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2015-2016/Quarter4/Analyst-Call-Transcript-Q4FY16.pdf', 'https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2015-2016/Quarter3/Q3-FY16-Analyst-Call-Transcript.pdf']"
26,ICICIBANK,"['https://www.icicibank.com/content/dam/icicibank/india/managed-assets/docs/about-us/2024/2023-10-icici-bank-transcript-for-analyst-call-held-on-october-21-2023.pdf', 'https://www.icicibank.com/content/dam/icicibank/india/managed-assets/images/about-us/investor/quarterly-financial-results/2023/2023_07_ICICI-Bank-Transcript-for-Analyst-Call-held-on-July-22-2023.pdf', 'https://www.icicibank.com/content/dam/icicibank/india/managed-assets/images/about-us/investor/quarterly-financial-results/2023/2023_04_q4-2023_earnings-call-transcript.pdf', 'https://www.icicibank.com/content/dam/icicibank/india/managed-assets/images/about-us/investor/quarterly-financial-results/2023/2023_01_q3-2023_earnings-call-transcript.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=00f6cc4e-42da-4f40-8c52-a54acd04456e.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c0f4a75f-8301-438a-845d-f6d2ca93a375.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9f0855e7-7cd9-436f-91e7-4671e9d5b8d7.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f955f01c-d864-43a7-ac60-8c29022925dd.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=24632c16-481c-4072-8d31-a1f2cb1e3fb5.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2022/Transcript-for-Analyst-Call-held-on-July-24-2021.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2021/2021_04_Q4-2021_Opening_Remarks.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2021/2021_01_Q3-2021_Opening_Remarks.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2021/ICICI-Bank-Transcript-for-Analyst-Call-held-on-Oct-31-2020.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2021/ICICI-Bank-Transcript-for-Analyst-Call-held-on-July-25-2020.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2020/ICICI-Bank-Transcript-for-Analyst-Call-held-on-May-9-2020.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2020/2020-01-Q3-2020-earnings-call-transcript.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2019/2019-10-Q2-2020_earnings_call_transcript.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2019/2019-07-Q1-2020_earnings_call_transcript.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2019/2019-05-Q4-2019_earnings_call_transcript.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2019/2019-1-Q3-2019-earnings-call-transcript.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2018/2018_07_Q2-2019_Call-transcript.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2018/2018_07_Q1-2019_Call-transcript.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2018/2018-05_Q4-2018-call-transcript.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2018/2018_01_Q3-2018_analyst-call-transcript.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2018/2017-10-Q2-2018-analyst-call-transcript.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2018/2017-07-Q1-2018-Earnings-call-transcript.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2017/2017_05_Q4-2017_Earnings_call_transcript_ICICIBank.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2017/2016-10-Q2-2017-opening-remarks-of-analyst-call.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2017/2016-07-Q1-2017-analyst-call-transcript.pdf', 'https://www.icicibank.com/managed-assets/docs/investor/quarterly-financial-results/2016/2016-05-Q4-2016-analyst-call-transcript.pdf']"
27,HINDUNILVR,"['https://www.bseindia.com/xml-data/corpfiling/AttachHis/2f59b46e-c8fe-4871-b761-98278441c937.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=57bcb160-d3b1-46e3-ad5c-f2f342952088.pdf', 'https://www.hul.co.in/files/0bb086b3-f169-4234-bc36-1e00877299f0/hindustanunilever-earnings-apr27-2023.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=477797ab-0565-4314-a87c-4e288a06b75a.pdf', 'https://www.hul.co.in/files/f0c11f08-5cae-4371-8884-318b75e0e0b3/mq-22-transcript-vf-wgtujv.pdf', 'https://www.hul.co.in/files/origin/1aa46faf6c75f0c29f869643e40f1e1424a858e7.pdf/dq-21-transcript-vf-upsn3u.pdf', 'https://www.hul.co.in/Images/mq-21_transcript_vf_tcm1255-561362_1_en.pdf', 'https://www.hul.co.in/Images/mq-2018-results-transcript_tcm1255-523560_en.pdf', 'https://www.hul.co.in/Images/jq-16-transcript_tcm1255-484738_en.pdf']"
28,HINDALCO,"['https://www.bseindia.com/xml-data/corpfiling/AttachHis/8176fc01-e8f0-4108-b1f8-c720904d6cc4.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a2f5edb7-36b7-4983-81bd-46219984f822.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ba80013d-9287-4589-820f-64b55c7a7968.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2cabf9b6-ce58-4d60-a003-4be15f84423c.pdf', 'http://hindalco.com/upload/pdf/hindalco-Industries-earnings-concall-transcript-q3fy22-feb-2022.pdf', 'http://hindalco.com/upload/pdf/hindalco-Industries-earnings-concall-transcript-q2fy22.pdf', 'http://www.hindalco.com/upload/pdf/hindalco-Industries-earnings-concall-transcript-q4fy21-may2021.pdf', 'http://www.hindalco.com/upload/pdf/hindalco-Industries-earnings-concall-transcript-q3fy21-feb20121.pdf', 'http://www.hindalco.com/upload/pdf/hindalco-Industries-earnings-concall-transcript-q2fy21-nov2020.pdf', 'http://www.hindalco.com/upload/pdf/hindalco-Industries-earnings-concall-transcript-q1fy21-14aug2020.pdf', 'http://www.hindalco.com/upload/pdf/hindalco-Industries-earnings-concall-transcript-q4%20fy20-june12-2020.pdf', 'http://www.hindalco.com/upload/pdf/hindalco-Industries-earnings-concall-transcript-feb12-2020.pdf', 'http://www.hindalco.com/upload/pdf/hindalco-Q2%20FY20-earning-confcall-transcript-11Nov2019.pdf', 'http://www.hindalco.com/upload/pdf/hindalco-earning-concall-transcript-aug-09-2019.pdf', 'http://www.hindalco.com/upload/pdf/hindalco-earnings-concall-transcript%20-16may2019.pdf', 'http://www.hindalco.com/upload/pdf/Hindalco_Q3%20FY19_concall%20-transcript_12Feb-2019.pdf', 'http://www.hindalco.com/upload/pdf/transcript-hindalco-earnings%20Concall_Q2%20FY19_02Nov-2018.pdf', 'http://www.hindalco.com/upload/pdf/Hindalco-Q1FY19-earnings-concall-transcriot-10Aug-2018.pdf', 'http://www.hindalco.com/upload/pdf/Q4FY18-hindalco-earnings-concall-transcript-16May18.pdf', 'http://www.hindalco.com/upload/pdf/hindalco-q3fy18-earning-script.pdf', 'http://www.hindalco.com/upload/pdf/earnings-call-transcript-q1fy18.pdf', 'http://www.hindalco.com/upload/pdf/Hindalco-call-transcript-Q4%20FY17.pdf', 'http://www.hindalco.com/upload/pdf/Hindalco-call-transcript-q3fy17.pdf', 'http://www.hindalco.com/upload/pdf/hindalco-earnings-call-transcript-12Nov16.pdf', 'http://www.hindalco.com/upload/pdf/Hindalco-earnings-call-transcript-Aug-16.pdf', 'http://www.hindalco.com/upload/pdf/hindalco_earnings_call_transcript_q4fy16.pdf', 'http://www.hindalco.com/upload/pdf/hindalco_earnings_call_transcript_Q3_FY16.pdf']"
29,HEROMOTOCO,"['https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4dbcfe7f-7a91-4ad3-97da-5a27bafaf7dd.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0eee3cab-c2dc-4022-94c8-1e0dddb8ca3b.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=850d9d4d-82c9-4d75-9916-dd8a33698d8d.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=09fda3ec-5972-44d7-a34d-1a94cf9dd4c8.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=492a1488-c1f8-4603-88e7-7471d1aaa751.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4f7f0899-fec7-40a4-af48-c5dfdddcae74.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=892e2b49-a8eb-4851-aec9-75ad6ff93b71.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7398f5e9-491b-4535-8975-09f379e9cff4.pdf', 'https://www.heromotocorp.com/en-in/uploads/conference_call_transcription/20220219135419-Transcripts.pdf', 'https://www.heromotocorp.com/en-in/uploads/conference_call_transcription/20211120083331-Transcripts.pdf', 'https://www.heromotocorp.com/en-in/uploads/conference_call_transcription/20210819145011-Transcripts.pdf', 'https://www.heromotocorp.com/en-in/uploads/conference_call_transcription/20210510122906-Transcripts.pdf', 'https://www.heromotocorp.com/en-in/uploads/conference_call_transcription/20210212145747-Transcripts.pdf', 'https://www.heromotocorp.com/en-in/uploads/conference_call_transcription/20201109061825-Transcripts.pdf', 'https://www.heromotocorp.com/en-in/uploads/conference_call_transcription/20200824113106-Transcripts.pdf', 'https://www.heromotocorp.com/en-in/uploads/conference_call_transcription/20200623085552-Transcripts.pdf', 'https://www.heromotocorp.com/en-in/uploads/conference_call_transcription/20200405091610-Transcripts.pdf', 'https://www.heromotocorp.com/en-in/uploads/conference_call_transcription/20200304115347-Transcripts.pdf', 'https://www.heromotocorp.com/en-in/uploads/conference_call_transcription/20191101104618-Transcripts-Q2.pdf', 'https://www.heromotocorp.com/en-in/uploads/conference_call_transcription/20190809122700-Transcripts-Q1.pdf', 'https://www.heromotocorp.com/en-in/uploads/conference_call_transcription/Hero-MotoCorp-Q4-FY19-Transcript.pdf', 'https://www.heromotocorp.com/en-in/uploads/conference_call_transcription/Hero-MotoCorp-Q3-FY19-Transcript.pdf', 'https://www.heromotocorp.com/en-in/uploads/conference_call_transcription/Hero-MotoCorp-Q2-FY19-Conference-Call.pdf', 'https://www.heromotocorp.com/en-in/uploads/conference_call_transcription/Hero-MotoCorp-Q1-FY19-Conference-Call.pdf', 'https://www.heromotocorp.com/en-in/uploads/conference_call_transcription/09042018-HeroMotoCorp-Q4-FY18-Investor-Call-Transcript.pdf', 'https://www.heromotocorp.com/en-in/uploads/conference_call_transcription/20180206-HeroMotoCorp-Q3-FY18-Investor-Call-Transcript.pdf']"
30,HDFCLIFE,"['https://www.bseindia.com/xml-data/corpfiling/AttachHis/99cc881f-92f2-407f-a54b-f9ac79bcacc6.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2062a5b4-e92f-4e65-87ff-1eab03e7099d.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=588b0a1b-f170-4b43-b876-5b4bfd65b393.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d47d25a4-677b-4e03-b74e-99e33ed5a59c.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4c1cd50f-79e9-4693-9465-bd3b8f4e8c25.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=37f143db-eb6b-435c-86ac-731395b6335a.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c4a8826f-d800-4014-a281-14bb2b074237.pdf']"
31,HDFCBANK,"['https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d420b35c-488c-4ea9-84ca-6183de7e29f4.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=989cf3a5-9a81-458e-b0ec-7ea60cc482a7.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=57e720ab-83b3-4b34-bb81-0c364e88c938.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=42e79ecc-a641-4f9d-8fdc-a4dde6cefb16.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e9327050-8f62-42f3-a539-bd91f156647d.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f5ad442e-6916-47c7-ac65-c42c31df289f.pdf']"
32,HCLTECH,"['https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bc34d91a-ac99-4f6d-877e-b2a9d7e2ced9.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=42571c99-4dd4-438b-a3a1-d5fc36058c35.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c037df4d-c831-49d4-a905-18ab176a1921.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5f0287de-49c5-4052-b840-6ecef4dfd633.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f9a43851-3d9c-41eb-a9c5-e4f74020536d.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1d69bfa0-b234-4faa-81ee-1d7256d1923f.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dbf04c1b-7bbb-4387-834f-c0accd0eb946.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dd3f3c40-21d9-4b0c-85f7-f16fbf3510d1.pdf', 'https://www.hcltech.com/sites/default/files/hcl-earnings-_call_transcript_19-7-2021q1fy22.pdf', 'https://www.hcltech.com/sites/default/files/q4fy21_eanings_call_transcript.pdf', 'https://www.hcltech.com/sites/default/files/hcl_tech_q3_2021_earnings_call_transcript.pdf', 'https://www.hcltech.com/sites/default/files/hcl_tech_q2_2021_earnings_call_transcript.pdf', 'https://www.hcltech.com/sites/default/files/hcltech_q1_fy21_earnings_call_transcript_jul17_2020.pdf', 'https://www.hcltech.com/sites/default/files/hcltech-earnings-may07-2020-_new.pdf', 'https://www.hcltech.com/sites/default/files/q3_fy20_earnings_call_transcript22jan.pdf', 'https://www.hcltech.com/sites/default/files/q2fy20_earnings_conference_call_transcript.pdf', 'https://www.hcltech.com/sites/default/files/q1_analyst_transcript.pdf', 'https://www.hcltech.com/sites/default/files/q419_earnings_conference_call_transcript-20-05-19.pdf', 'https://www.hcltech.com/sites/default/files/q319_earnings_conference_call_transcript.pdf', 'https://www.hcltech.com/sites/default/files/q219_earnings_conference_call_transcript.pdf', 'https://www.hcltech.com/sites/default/files/q119_earnings_conference_call_transcriptupdated.pdf', 'https://www.hcltech.com/sites/default/files/q418_earnings_conference_call_transcript_new.pdf', 'https://www.hcltech.com/sites/default/files/q318_earnings_conference_call_transcript_new.pdf', 'https://www.hcltech.com/sites/default/files/hcl_tech_q2_2018_earnings_call_transcript.pdf', 'https://www.hcltech.com/sites/default/files/hcl_tech_q1_2018_earnings_call_transcript.pdf', 'https://www.hcltech.com/sites/default/files/hcl_tech_q4_2017_earnings_call_transcript_0.pdf', 'https://www.hcltech.com/sites/default/files/hcl_tech_q3_2017_earnings_call_transcript.pdf', 'https://www.hcltech.com/sites/default/files/hcl_tech_q2_2017_earnings_call_transcript_0.pdf', 'https://www.hcltech.com/sites/default/files/hcl_tech_q1_fy17_-_earnings_call_transcript.pdf', 'https://www.hcltech.com/sites/default/files/hcl_tech_q3_2016_transcript_1.pdf', 'https://www.hcltech.com/sites/default/files/hcl_technologies_q216_earnings_conference_call_transcript.pdf', 'https://www.hcltech.com/sites/default/files/hcl_tech_q1_fy16_transcript_19th_oct.pdf', 'https://www.hcltech.com/sites/default/files/hcl_technologies_limited_q4_annual_results_fy_2015_-_analyst_call.pdf']"
33,GRASIM,"['https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=09ecbd55-6e44-4686-8b2f-495553ade633.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=016d2cd1-6a89-4ca7-bbf1-d7b1e661662e.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ff195153-8582-44f5-9d0b-fc63b78f5950.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dd033448-1c2d-49d8-816e-b5616e997006.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1ef00482-1501-4faf-a60d-cd00cbcd2fa6.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bab597fb-8498-453d-a8ef-5c0dc8edaea0.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b650b9df-ac91-482d-996f-4f0537f8a03e.pdf', 'https://www.grasim.com/Upload/PDF/grasim-industries-limited-q3fy-22-earnings-conference-call.pdf', 'https://www.grasim.com/Upload/PDF/grasimIndustries-earnings-nov12-2021.pdf', 'https://www.grasim.com/Upload/PDF/grasim-earnings-call-trancript-q1fy22.pdf', 'https://www.grasim.com/Upload/PDF/grasim-transcript-earnings-call-q4fy21.pdf', 'https://www.grasim.com/Upload/PDF/grasim-transcript-earnings-call-q3fy21.pdf', 'https://www.grasim.com/Upload/PDF/grasim-earnings-call-q2fy21-13Nov2020.pdf', 'https://www.grasim.com/Upload/PDF/grasim-earnings-call-q1fy21-13aug2020.pdf', 'https://www.grasim.com/Upload/PDF/grasim-industries-earnings-call-q4fy20-13June2020.pdf', 'https://www.grasim.com/Upload/PDF/grasim-industries-earnings-feb10-2020.pdf', 'https://www.grasim.com/Upload/PDF/grasim-Q2FY20-conference-call-transcript-nov-2019.pdf', 'https://www.grasim.com/Upload/PDF/grasim-Q1FY19-20-conference-call-transcript.pdf', 'https://www.grasim.com/Upload/PDF/grasim-industries-earnings-transcript-24may19.pdf', 'https://www.grasim.com/Upload/PDF/Q3FY19-earnings-call.zip', 'https://www.grasim.com/Upload/PDF/Q2FY19-earnings-call.zip', 'https://www.grasim.com/Upload/PDF/Q1FY19-earnings-call.zip', 'https://www.grasim.com/Upload/PDF/Q3FY18-conferencecall.zip', 'https://www.grasim.com/Upload/PDF/Q2FY17-18-conference-call.zip']"
